filename,bytes,sha256,bundled_current_release
BUILD-FLOODMAN-IOS-TESTFLIGHT-v0.1.0-alpha02-r2.yml,10720,7c669580b82e6a961816d205500c3160ea475994152b5ed15f71c502ffdd902e,yes
BUILD-FLOODMAN-IOS-TESTFLIGHT-v0.1.0-alpha02-r2.yml.txt,10720,7c669580b82e6a961816d205500c3160ea475994152b5ed15f71c502ffdd902e,no
BUILD-FLOODMAN-IOS-TESTFLIGHT-v0.1.0-alpha02.yml,10062,8e91c1daf63aba47eea096fbfefdc0642924a6682ff0007ae227959c5b209dec,no
BUILD-FLOODMAN-IOS-TESTFLIGHT-v0.1.0-alpha02.yml.txt,10062,8e91c1daf63aba47eea096fbfefdc0642924a6682ff0007ae227959c5b209dec,no
BUILD-FLOODMAN-IOS-TESTFLIGHT-v0.1.0.yml,10023,510ea5bd23cd17779be563a51bc332432fa8320ecd2bd47f96f125a0368cd59f,no
BUILD-FLOODMAN-IOS-TESTFLIGHT-v0.1.0.yml.txt,10023,510ea5bd23cd17779be563a51bc332432fa8320ecd2bd47f96f125a0368cd59f,no
BUILD-FLOODMAN-IOS-v0.1.0-alpha02.yml,7590,144792ef2ab6e2cea2d9e1bac6b9476e400fe33995f9a56dfb4a898f888c411b,no
BUILD-FLOODMAN-IOS-v0.1.0-alpha02.yml.txt,7590,144792ef2ab6e2cea2d9e1bac6b9476e400fe33995f9a56dfb4a898f888c411b,no
BUILD-FLOODMAN-IOS-v0.1.0.yml,6923,bfc50b2055638782b91fd0d96bd69ca08cc3d2eb9828d141df2fdf9f5de59161,no
BUILD-FLOODMAN-IOS-v0.1.0.yml.txt,6923,bfc50b2055638782b91fd0d96bd69ca08cc3d2eb9828d141df2fdf9f5de59161,no
FLOODMAN-ANDROID-v0.1.0-BUILD-VALIDATION.md,985,b8e16f423d1af2c684f63ca62263c6e45849231de399003208adb5ca5526e7ba,no
FLOODMAN-ANDROID-v0.1.0-README-MOBILE.txt,3257,a42312a2fd7d0b7c2a46a6e911af5a78f6eaa42f5cfaf8ac5fb0cddebe8d1af6,no
FLOODMAN-ANDROID-v0.1.0-SCOPE.md,1124,37c920487fad211e1808ce830b6991c4cf195038c348665d6d45c5e06bdf50ca,no
FLOODMAN-ANDROID-v0.1.0-SETUP-MOBILE.html,2482,011288a0707330ef76ebc1a6f37b49ff226c1362751a3681905167066f6124c5,no
FLOODMAN-ANDROID-v0.1.3-BUILD-ANALYSIS.md,1361,9cd1d23ae2ce5649f4089c7cbb484ee70785d75c82f238f927c32e5befc31307,no
FLOODMAN-ANDROID-v0.1.3-README-MOBILE.txt,1410,02b993d3928af9b2e481b71ec2271de6c19ca6119bbcf72830ccd207fee98ba6,no
FLOODMAN-ANDROID-v0.1.4-BUILD-ANALYSIS.md,1729,bec3a2c46763b7ab6147cd3506039121b0ec66c36f5ad1fac1895f964002fdf7,no
FLOODMAN-ANDROID-v0.1.4-EXTRACTED-FAILURE.txt,2662,7ce8c9118389cca6b723679e035bdabb291e89e12388e14e2cbdbaf812abee14,no
FLOODMAN-BUILD-LOG-ANALYSIS-alpha08.md,1096,060d0e1d4f70ee0d9b497b99897b01f25e97d4cafab8286e496b77f7c3f66f2c,no
FLOODMAN-BUILD-LOG-ANALYSIS-alpha09.md,1855,a69fd241a0aa4d75349ad357c742373e067317af9f4095fafe6b36d4edf3fe48,no
FLOODMAN-COMPLETE-CHAT-RUNDOWN.md,20007,70ce44703ee7ec48fb417e88e09ba978cccaec2bf114a4a33d2705f303d7bac3,no
FLOODMAN-COMPLETE-CHAT-RUNDOWN.md.sha256,100,08020e4a5038d2678d3c7afad498b87fc5907b3b198a8d29e6fdb7253aea6e4c,no
FLOODMAN-COMPLETE-HANDOFF-v4.6.7.md,45851,2c65b829f2767b6d7510bb3bc2bed3dd4486ab6c90f5708f65a9a9b2a273b308,no
FLOODMAN-HANDOFF-CHECKSUMS.txt,336,574b87de6c9ad3adfdaa759420d46d6c328641a3249be827edbb8db9b3c1a7df,no
FLOODMAN-PTERODACTYL-BROWSER-TLS-FIX-v3.3.1-README.txt,2203,b75ed2cfcb73ae29e52c6bd8585d38bcda9a25429f3c34e560849f552c9361a0,no
FLOODMAN-PTERODACTYL-MOBILE-HOTFIX-v3.2.3-README.txt,1337,6603d45197a423335e5120e95acc94b30b54cf944bb008d19c80157595c9a477,no
FLOODMAN-v4.6.0-ANDROID-alpha10-README-MOBILE.txt,5826,a9aa2d380bc15795e234e124f64ef1b302e638d1aa7133c119c1eb05c85acf4b,no
FLOODMAN-v4.6.0-ANDROID-alpha10-RELEASE-NOTES.md,2607,4a0690da29479c416f3a7d9286658ab14cf3154723dd2d88242a698de05aa8e1,no
FLOODMAN-v4.6.0-BUILD-VALIDATION.md,2628,b61615454b83ae91f8bcfe94ca0a8eccfc996d53890081d9eb003d593de4e883,no
FLOODMAN-v4.6.1-BUILD-VALIDATION.md,1312,c836703d78819470bfd559396ab267568ad419234e915f4c50fd9459c8106a73,no
FLOODMAN-v4.6.1-PILLOW-FIX-README-MOBILE.txt,2827,f09114ce5b1ebc989418d3cebbad6360267e39e95799f103b6606d735e026cf5,no
FLOODMAN-v4.6.2-NO-PILLOW-BUILD-VALIDATION.md,1756,ca78c856aa03918fbd3c7a3743cb728e58260b222d5660717516fa7e6177ab77,no
FLOODMAN-v4.6.2-NO-PILLOW-README-MOBILE.txt,1461,638493d61bccb68f0a961349041c59ca4e85687492f68787feb6f54b555051ef,no
FLOODMAN-v4.6.3-ANDROID-alpha11-README-MOBILE.txt,4433,62039793636db8e4e5c462745207c5466829cdf79027eaf041f6a1b299a11f36,no
FLOODMAN-v4.6.3-ANDROID-alpha11-RELEASE-NOTES.md,2085,1b86d3aadc22b1337e98195a525ba2cf9ee99a847fbd40a7fadb0b35ea3c6de7,no
FLOODMAN-v4.6.3-BUILD-VALIDATION.md,1938,ea60dc41753b90dd5f6e95d03cbdbb073145d9e9a4c28b137330b5331ca3c931,no
FLOODMAN-v4.6.4-DUAL-WORKSPACE-BUILD-VALIDATION.md,2010,8546ee8077333dcb8c627b564caa13857ff60000f9c4defb50725facbdcf0c35,no
FLOODMAN-v4.6.4-DUAL-WORKSPACE-README-MOBILE.txt,3158,32657281a7255ad01ef1827bf9458070248c00719a0675a4b98e16d5827ac4b0,no
FLOODMAN-v4.6.4-DUAL-WORKSPACE-RELEASE-NOTES.md,1557,8cd22ca77893c54ac666d0e413583891261bf4d5d52bb6865c53021ebdb84aa2,no
FLOODMAN-v4.6.5-TRUE-DESKTOP-MOBILE-BUILD-VALIDATION.md,2234,1ba71d188485613e44e4fc881f393d70a41c43bad91c237066f2852b08180222,no
FLOODMAN-v4.6.5-TRUE-DESKTOP-MOBILE-README-MOBILE.txt,3723,2a8b961dcbf41c810ccd8368a97feae73ad858d61f8ea736f08d7f91f02cd344,no
FLOODMAN-v4.6.5-TRUE-DESKTOP-MOBILE-RELEASE-NOTES.md,2061,df2ef99bc37251e6df9299914e724dd7efd41f36b6e5c5cba250f900d1d723ce,no
FLOODMAN-v4.6.6-DESKTOP-ONLINE-BUILD-VALIDATION.md,1819,93bcd5bf85af901d1caeaeb9d77f80637b5da58a75be27d97174e8dd4c7087f1,no
FLOODMAN-v4.6.6-DESKTOP-ONLINE-README-MOBILE.txt,3553,d7412db7c5146bdf6b4480268822c9c1662b13bcfdde549dd9df7a1920aeadf3,no
FLOODMAN-v4.6.6-DESKTOP-ONLINE-RELEASE-NOTES.md,1818,058b20e2e280e3785b314f67479ce8b2c0c8978a60e41eb49c7696df47a3e95a,no
FLOODMAN-v4.6.7-FULL-ERP-BUILD-VALIDATION.md,2065,6c9ba3b156f9556b720be08b0693c5474dc99913a804967775f7d10a415b5f9a,no
FLOODMAN-v4.6.7-FULL-ERP-LOGIN-BUILD-VALIDATION.md,2231,40111ec2402e18a703772910ccd8de974eebf61d24fd481a9eac85cf393977ca,no
FLOODMAN-v4.6.7-FULL-ERP-LOGIN-README-MOBILE.txt,3447,70cb1215e27ee9313142994db0536d496a0373cd5454008103c30cc2640294fb,no
FLOODMAN-v4.6.7-FULL-ERP-LOGIN-RELEASE-NOTES.md,1223,ffcc3730984b77e0a727d49905995c506467cd773ff1a34c8d8168d7cd744e0a,no
FLOODMAN-v4.6.7-FULL-ERP-README-MOBILE.txt,4066,3c58fc70bb55c373bed969688cc35a02debbc9ff1b07fcaa7edf2c37ee4849fb,no
FLOODMAN-v4.6.7-FULL-ERP-RELEASE-NOTES.md,2069,e2f4ed3ae2ad7113b5c2909e5d0b62b7ee6b9eaab3835d2a9103f27529403bd4,no
FLOODMAN-v4.6.7-ROLLBACK.txt,414,b044a6b09e6e62a6239c689ac112eb8061dd465ef7f8c7b44a207d87b3beaa24,no
Floodman_Cloudflare_Public_Access_Guide_v2.2.1.md,2631,882773845b685b3cbf9a0def65e18b052298982bc613c921e96622f66d4dd91e,no
Floodman_Gauzy_Hub_v2.1.1_Loading_and_Branding_Guide.md,2017,79ea2f5d01c6bcda15adca8eb03a610011220af982f75318cd8dbcb3b93d8f2d,no
Floodman_Gauzy_Hub_v2.1.1_Patch_Readme.txt,1183,f5325dfe68de76fa839cfab00e02c74ca8917fa645356741a79a854fe3cf2119,no
Floodman_Mobile_Pterodactyl_Install_v3.2.0.html,3220,12a90ddbe6e529d8d62ccf9db73f810dddfb383474cb532ff97ebf323102781d,no
Floodman_Operations_Setup_Instructions.docx,42406,ef585938aa76a07ca8f1e95fdebd632d5ab65fda9ab8c4a478b53b0724b536d8,no
Floodman_Operations_v3.3.0_Mobile_Install.html,6283,37a232a073eed3d1d2a48a7c4c71fdf06a5f6cf9bd467797f1fb62fb832ed3d8,no
Floodman_Windows_Remote_Access_v2.2.1.md,4965,f6afb031ba1493f0ac2560939d6c3dd642bcc8f7977e7a95d4f5bdc071e10e2b,no
egg-floodman-business-suite-aio-v3.1.1.json,11522,927559829b9ec2703bed6ee00d2894ecff2af2e56c4ba6a7cf5d09f1cf58092f,no
egg-floodman-business-suite-aio-v3.1.1.json.sha256,110,5315bbf59ea0fd24d99d7f27b832b6bdc45af11da7e046af530fb552308afdd5,no
egg-floodman-business-suite-mobile-v3.2.0-import-fix.json,18806,7b7b60dc37c6d343a522c845a7d3395d3d129d11fec1b73669bd5b7de54acdc8,no
egg-floodman-business-suite-mobile-v3.2.0-import-fix.json.sha256,124,de8de09f244c1c8655976dff66818c2ee58d2d53716b132099ae03d355f7d9f8,no
egg-floodman-business-suite-mobile-v3.2.0.json,18772,d86dd52b9477a587d883c5ea4689aa647626d17707174c72495584bb458b5749,no
egg-floodman-business-suite-mobile-v3.2.2.json,18699,70d16b8c17ae2b2005f5f9ca4e1bdb265b247176006bb9ba45f92319a515b208,no
egg-floodman-import-test-v1.json,944,42bd468f2c7e92c236b60cac3b4aacae8c2febbad8acc66ee7c63b19c7272274,no
egg-floodman-import-test-v1.json.sha256,99,94827ef6502f3c8378662ae6c9688b450a2f64f2066c49103c981fd929320396,no
egg-floodman-operations-mobile-v3.3.0.json,34114,c99b10c6c804d82c3c36cd83b331cda57bb3acd2a55352ecb58942d667051ded,yes
egg-floodman-operations-mobile-v3.3.0.json.sha256,109,45832e6123a4b91b1a1633097a4cbe63240e1e83cf95014b2e1c015e58880f43,no
floodman-android-alpha-v0.1.0.zip,500747,964d36b9307ad6953bacaf04f42b5b9c8307cad6f7390d6f17dbdc521590ef80,no
floodman-android-alpha-v0.1.0.zip.sha256,100,a8a67665b9934ec46635c885655f657415096cdc688f04bd935074745d148649,no
floodman-android-alpha09-build-fix.zip,91406,01150de2aae43fff5784a684ccab0593b1a74a7fce1ec8a5c8903f799cfcc780,no
floodman-android-build-fix-v0.1.2.zip,64340,bd3701fe10f1b416fb97a3f0b6d5f0688b55664b962c372b32561e8b702877c7,no
floodman-android-build-fix-v0.1.2.zip.sha256,104,5a6e7836140bf536b388b4b3196b14fd54c18ab4714fb8b0672ac0e0ced77e99,no
floodman-android-build-fix-v0.1.3.zip,69133,59a416b3a2cb456e8b351dd45950113ab830149bcf9b6f2a8222901328fd8f7c,no
floodman-android-build-fix-v0.1.3.zip.sha256,114,1fd70a10c00f7163b0487994f23ccf8f70bcb31ed7be503b628bce9563e58f0c,no
floodman-android-build-fix-v0.1.4.zip,142777,5c72c295c70f868d5e8a8a7a72ec92587d8e6b86d164313caaaefb5f01b091a2,no
floodman-android-build-fix-v0.1.4.zip.sha256,104,5f207c789d1037f90eb7d396d17ac8741fce5725687240ff21a8f0a8d7de6947,no
floodman-android-public-gateway-fix-v4.2.2.zip,20340,207d268bb0be18e05d69522916ab4ef7913358fd34eb4321550ef9d33ab57308,no
floodman-android-public-gateway-fix-v4.2.2.zip.sha256,123,2bd204456f74a6bab7c58ce5d25a97a6a08d37934a292e0be76ab02f11dde720,no
floodman-android-roomflow-workspace-alpha11-build-kit.zip,100357,f34b62509c28126350ab800c23a48afb9abe9b41f4002def05967d07f20b9e23,no
floodman-android-source-v0.1.0.zip,46107,54125797ff883b6c281f8ecdafae61086204e972766d37c5bf546bd9bd22069c,no
floodman-android-source-v0.1.0.zip.sha256,111,3470f856d5bdd497e4cf11d327984814e31058a64aae0a0066ef2f1a9dcbc44c,no
floodman-android-source-v0.1.2.zip,55468,4ae7341b57bfa8ffa8836fef11147ced5d1b7266f456b386dd7b504faf805df1,no
floodman-android-source-v0.1.2.zip.sha256,111,3afc3f498c0875e4893c4dde4788c40bde4a869ae496adcdfe602e61aa90fa75,no
floodman-android-source-v0.1.3.zip,55585,c90614c516d412a31bd0db911ecc6316d1959c4d4e76260d2535a7a29d07a852,no
floodman-android-source-v0.1.3.zip.sha256,111,0d73c1ad8806eb05f0876de4b835ce9bf803aab0b3237db7aa6655f7ef434d56,no
floodman-android-source-v0.1.4.zip,55616,8679206de1ccb06c2d5fc5676faa1e98e7a0d66af299b799ba9e8f60f3b2e835,no
floodman-android-source-v0.1.4.zip.sha256,101,f52563d0ab13d2c8a5126d6711c998ec4fb23520ffaf4e2c3f02736c37c2ebdc,no
floodman-android-source-v0.2.0.zip,65541,314302d86976ba134ddd8c309736a686276682949d42bcd298e69950447f18eb,no
floodman-android-source-v0.3.0-alpha07.zip,73764,92391cb94c1e354f335c00caa2477ae5794d831a7b9922b3ae7997a529b6ef65,no
floodman-android-source-v0.3.0-alpha07.zip.sha256,119,b6885442fd5632e01a0c3de75cf43690a5ce240528972aa11f24fe1ae94d577e,no
floodman-android-source-v0.3.0-alpha08.zip,80544,831c592f75dd0131a3af57ab0c0d1792f7cca3179d753580b545bf970131e223,no
floodman-android-source-v0.3.0-alpha08.zip.sha256,109,73992c9d160c7d9bdb2631573e8538e7eef03f8446b1054ec531c040d4106ef0,no
floodman-android-source-v0.3.0-alpha09.zip,76742,5a648f57f64adbbd23abdee0fd713c26ddb2cec8dcfa773cdd7051811fe1e2d0,no
floodman-android-source-v0.3.0-alpha10.zip,85643,013c7f7bd44f0578c7b8610c51ad1b31fc40eb8d9f62901323a44601e91ab300,no
floodman-android-source-v0.3.0-alpha10.zip.sha256,109,565e31f19970513cc648bfac0295f5bff4d7722a52223f6256b9f2bd742f0477,no
floodman-android-source-v0.3.0-alpha11.zip,84087,9c458f7c960b3d783ba86a504e8471fecb06eaf8ef3d6bac6b10a7930bb3ff3c,yes
floodman-android-source-v0.3.0.zip,69444,ea531805d013d82e0ebc47c701c1240f1ed9d68c8302e0b785e8d9b372fece0d,no
floodman-android-workflow-fix-v0.1.1.zip,3936,405116b29196f45f81ca39609b2a73792b3dc3f29580ed8909334572f44da0bb,no
floodman-current-source-v4.6.7-android-alpha11-ios-alpha02.zip,919433,f7d9f72770a19f08f0cc155fbdf895d2a8617cd09de404bc05f14789e1f1982a,no
floodman-current-source-v4.6.7-android-alpha11-ios-alpha02.zip.sha256,129,606a4b08dba11c562ef59457f8e0430472a901b03c913d430fbdfcedbfde7acb,no
floodman-estimate-catalog-runtime-v3.9.0.zip,427235,bed6ecf0f2e2a98a94a60defbec8baebf82acb10184eaa01668a5e2c02a2923c,no
floodman-estimate-sample(1).pdf,282374,daaedda83fe7696a28f2b06e12b2cfb8f80b014697bcee8edb71bcc7d30b42ab,no
floodman-estimate-workspace-runtime-v4.1.0.zip,457647,279c6f4e3ae0d13577e907a1f86ce2be28856a2cd7e590c91545c9d0b7402eea,no
floodman-invoice-sample(1).pdf,190459,c95614d3203d8d93d405a78b6a5f6339b3084b2d362ca67752a67be3e44a37ba,no
floodman-ios-source-v0.1.0-alpha02.zip,137794,70e9e1dee04846f8a0de015cc90aa19544417bc2a341c2ee156d686ad0a97009,yes
floodman-ios-source-v0.1.0-alpha02.zip.sha256,115,6cb53e21bc529393dd89184c66c365e8ccc88dc707227e350ba498aa54b2ac5d,no
floodman-ios-source-v0.1.0.zip,134428,388a153f5dbe5e165ba7f058bfe0a01d58adffc0ad5a7244a1701e8142ddcc8d,no
floodman-mobile-api-runtime-v4.2.0.zip,455767,d429b37af5bb5f3b8664f3cbd975d1854e8c7082aab99fddf397475622a529fd,no
floodman-mobile-api-runtime-v4.2.0.zip.sha256,115,de048e7ab7bfe88959f1eb8bbec824c92a2787fe9114174267d086cf31781cd5,no
floodman-mobile-runtime-overlay-v3.4.1.zip,358224,bc0a3028d3eae1e560482c451445a56ac25e9133ef4dffe7c2cc9584706066dc,no
floodman-native-build-fix-android-alpha08-ios-simulator-alpha02-r2.zip,253122,07c04c6edd77255124a6a8c21dc60d5944163b017437a5bc8a05d0c03bcd644f,no
floodman-native-build-fix-android-alpha08-ios-simulator-alpha02-r2.zip.sha256,137,02c3aaba1cc64430d8849ef0b8dcaaa0f2b7e73a833d2a806399d9b220b57750,no
floodman-native-parity-v4.4.0-android-v0.2.0.zip,596777,42a8199b583672fad9f5201b13c1f6e3a1818ea10d098fa32151c5daed9910d6,no
floodman-native-parity-v4.4.0-android-v0.2.0.zip.sha256,125,7330be37a2718c5aed89ea881d5985fda18b5036ccb214e7bb691267f951faa9,no
floodman-office-production-kit.zip,150432,d370d8d6a8681f84fb478c661a00de95e1f4bbd7539ec7e418ab6e72c0728d2d,no
floodman-office-production-kit.zip.sha256,111,b7c20760214a3bf0cacfe91e83df358ae09d20738ab00bb48b2b913c9d9865d0,no
floodman-online-payments-runtime-v4.0.0.zip,436912,e52354698e74b2ddf6e3de4712bd071ec081b065d96d791353a5635d5bd70714,no
floodman-operations-crm-runtime-v3.7.0.zip,310535,ee75047d1103b654c62503a8e947332ec9641251e44e983b39a26fe4e8f79642,no
floodman-operations-roomflow-runtime-v3.8.0.zip,397568,b89869ea8683bea82c29fb2e21d7ede0919bd87c394fece565288012aea93848,no
floodman-operations-roomflow-runtime-v3.8.0.zip.sha256,114,10e47d32fbdf48a5a7b1e628c24fb7cfb121ac547cf9291d148b8282f4925501,no
floodman-operations-runtime-v4.4.0.zip,484892,55dd6dbab96f98359a7961579eeb99f88a9d7bd84b7ecd9b659f38b4051cf6eb,no
floodman-operations-runtime-v4.5.0.zip,481705,3ea591defeb16c62a891edbb67f8f8226ee60f1a1878be44e441793a0a17a384,no
floodman-operations-runtime-v4.6.0.zip,511336,7bd215c255d3dc73260108ffeb66c5a59c1f11ca616e7754a6522b5750251645,no
floodman-operations-runtime-v4.6.0.zip.sha256,105,9c2c7f30313382b3f05512edcd58821e3f6c67927d41157d5f0c6783a8486532,no
floodman-operations-runtime-v4.6.1.zip,497490,2c0a33fb76a6f0e869574379918fc966a586a0eba7caed73117ce3aee6719002,no
floodman-operations-runtime-v4.6.2.zip,505131,360635cb6b8bce785007c958dc0199b72b2056687f004ad827958fb6e648c684,no
floodman-operations-runtime-v4.6.3.zip,511779,942571d07e4678fe5d9da91d6cc4b4c4985d430aee2fc29ab067ef1a838c9623,no
floodman-operations-runtime-v4.6.4.zip,516173,98318ba755cd430eb9795c7af8ce077c9bb7875041d8f8d9aaa87beec1dd8239,no
floodman-operations-runtime-v4.6.5.zip,520761,5ee3ddf3eddc4eb55fec8226f911f73bb7bcceece3de6f5de3819adc62ab49d2,no
floodman-operations-runtime-v4.6.6.zip,523569,b9bfe21a5f2ad7c8bb57c294a946f0da038e6552bdf726a7e60cdac7988c2c5e,no
floodman-operations-runtime-v4.6.6.zip.sha256,115,45e0c5d7c2e91e31d553f2c4fa32ad14e3e1343c8623d448584eabdc063fc7f0,no
floodman-operations-runtime-v4.6.7.zip,526912,44fdbd54d089e8640e70125689eb962b44684944a31312d239a07b9e8fc47439,yes
floodman-operations-runtime-v4.6.7.zip.sha256,115,e697bb5f3c359b29cb825c936ade0c7eab6f52ec3171e388d24bfd2be734efef,no
floodman-private-pwa-runtime-v3.6.0.zip,193686,154531e8505df6bbd2d7c5d400e4d8b45776d6ffde1ee4884f3a6a4f4d231ebc,no
floodman-production-starter-v1.1.0.zip,205468,867dba258c4e9a435ed38571d2c528a4c5d4d5dc144d148200b62f38d6d7c6d1,no
floodman-production-starter-v1.1.0.zip.sha256,105,e28d77a9714aee577cfad3a17cf1ccb878b754a5ef634aa8cefc9e021265d313,no
floodman-production-starter.zip,118695,d8640dc4017a71942cc2f538b566b262cb7dfb9f49ebe64c611602571724f221,no
floodman-production-starter.zip.sha256,98,da68c8e20a39c4112406a2e9dc0f3a38b753fef4605431ab4809f33ac6cf82dd,no
floodman-pterodactyl-aio-v3.1.1.zip,856794,ca8a108ed13cf3a56bce132fa8c02ff5df84011cc9aac2ce3b50406f28f200ef,no
